Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2008-01-01,06:32:28,40.288,72.985,Earthquake,6.0,,489.0,5.6,MWC,,,35.1,,,0.94,USP000FVRZ,US,US,GCMT,Reviewed
2008-01-01,18:54:59,-5.878,146.884,Earthquake,34.0,,373.0,6.3,MWC,,,16.5,,,1.13,USP000FVT8,US,US,US,Reviewed
2008-01-01,19:13:05,-5.902,146.967,Earthquake,35.0,,187.0,5.8,MWC,,,15.2,,,1.15,USP000FVTA,US,US,GCMT,Reviewed
2008-01-04,07:29:18,-2.782,101.032,Earthquake,35.0,,298.0,6.0,MWC,,,30.9,,,1.1,USP000FVY8,US,US,US,Reviewed
2008-01-05,01:56:45,14.129,-91.479,Earthquake,66.2,,357.0,5.6,MWC,,,27.6,,,1.45,USP000FVZW,US,US,US,Reviewed
2008-01-05,07:29:33,-22.82,-68.484,Earthquake,103.0,,338.0,5.7,MWC,,,37.6,,,0.96,USP000FW0K,US,US,GCMT,Reviewed
2008-01-05,10:39:14,51.324,-130.39,Earthquake,10.0,,196.0,5.7,MWC,,,141.1,,,1.5,USP000FW0T,US,US,GCMT,Reviewed
2008-01-05,11:01:06,51.254,-130.746,Earthquake,15.0,,422.0,6.6,MWC,,,66.7,,,1.29,USP000FW0W,US,US,GCMT,Reviewed
2008-01-05,11:44:48,51.163,-130.542,Earthquake,10.0,,462.0,6.4,MWC,,,42.7,,,1.15,USP000FW12,US,US,US,Reviewed
2008-01-05,19:55:31,-62.139,-155.695,Earthquake,10.0,,17.0,5.7,MWC,,,93.6,,,1.11,USP000FW1V,US,US,GCMT,Reviewed
2008-01-06,05:14:20,37.216,22.693,Earthquake,75.0,,640.0,6.2,MWB,,,23.8,,,1.22,USP000FW2W,US,US,US,Reviewed
2008-01-07,03:12:27,-0.795,134.012,Earthquake,12.0,,253.0,5.9,MWC,,,36.5,,,0.93,USP000FW5B,US,US,GCMT,Reviewed
2008-01-07,07:46:30,12.263,125.376,Earthquake,55.8,,149.0,5.6,MWC,,,53.7,,,0.85,USP000FW5W,US,US,GCMT,Reviewed
2008-01-07,08:14:20,51.198,-179.6,Earthquake,35.0,,369.0,5.6,MWC,,,69.0,,,0.87,USP000FW5X,US,US,GCMT,Reviewed
2008-01-08,19:23:32,-3.913,131.368,Earthquake,1.6,17.8,132.0,5.8,MWC,,,43.6,,,1.24,USP000FW98,US,US,GCMT,Reviewed
2008-01-09,08:26:45,32.288,85.166,Earthquake,10.0,,485.0,6.4,MWC,,,13.9,,,0.89,USP000FWAJ,US,US,US,Reviewed
2008-01-09,14:40:01,51.649,-131.183,Earthquake,10.0,0.0,333.0,6.1,MWC,,,78.3,,,1.01,USP000FWB9,US,US,US,Reviewed
2008-01-10,01:37:19,43.785,-127.264,Earthquake,13.0,,232.0,6.3,MWC,,,39.7,,,1.38,USP000FWCM,US,US,US,Reviewed
2008-01-13,12:15:36,17.048,120.989,Earthquake,10.0,,170.0,5.7,MWC,,,51.7,,,1.09,USP000FWMM,US,US,GCMT,Reviewed
2008-01-14,13:38:36,10.413,92.869,Earthquake,34.0,,373.0,5.9,MWC,,,37.9,,,0.8,USP000FWQA,US,US,US,Reviewed
2008-01-15,17:52:16,-21.984,-179.535,Earthquake,597.6,,484.0,6.5,MWC,,,16.1,,,1.05,USP000FWSH,US,US,US,Reviewed
2008-01-16,11:54:44,32.331,85.158,Earthquake,9.0,,389.0,5.9,MWC,,,25.3,,,0.89,USP000FWU1,US,US,GCMT,Reviewed
2008-01-18,19:31:13,-20.963,-179.149,Earthquake,639.5,,252.0,5.5,MWC,,,34.5,,,0.95,USP000FWZ3,US,US,GCMT,Reviewed
2008-01-20,06:08:57,-35.017,-112.019,Earthquake,10.0,,118.0,5.6,MWC,,,86.7,,,0.81,USP000FX2U,US,US,GCMT,Reviewed
2008-01-20,18:41:47,-44.92,166.98,Earthquake,22.0,,118.0,5.5,MWC,,,47.1,,,,USP000FX3Q,US,WEL,GCMT,Reviewed
2008-01-20,20:26:05,2.346,126.816,Earthquake,35.0,,213.0,6.1,MWC,,,34.3,,,0.98,USP000FX3Z,US,US,US,Reviewed
2008-01-21,12:24:27,-34.863,-111.851,Earthquake,10.0,,241.0,5.8,MWC,,,30.1,,,1.02,USP000FX5N,US,US,GCMT,Reviewed
2008-01-22,07:55:49,-15.277,-175.348,Earthquake,6.0,,219.0,6.0,MWC,,,44.9,,,1.31,USP000FX72,US,US,US,Reviewed
2008-01-22,10:49:22,-15.419,-175.589,Earthquake,10.0,,184.0,6.1,MWC,,,44.1,,,1.36,USP000FX79,US,US,US,Reviewed
2008-01-22,17:14:58,1.011,97.442,Earthquake,20.0,,157.0,6.2,MWB,,,38.0,,,1.07,USP000FX81,US,US,US,Reviewed
2008-01-22,18:43:33,32.349,85.262,Earthquake,5.4,13.4,312.0,5.5,MWC,,,39.4,,,1.13,USP000FX8B,US,US,GCMT,Reviewed
2008-01-23,05:49:32,14.278,-94.037,Earthquake,13.0,,259.0,5.5,MWC,,,41.0,,,,USP000FX94,US,UNM,GCMT,Reviewed
2008-01-24,04:12:14,6.943,-82.383,Earthquake,10.0,,231.0,5.9,MWC,,,52.9,,,1.1,USP000FXB5,US,US,GCMT,Reviewed
2008-01-24,22:29:53,-6.026,146.619,Earthquake,35.0,,319.0,5.9,MWC,,,15.6,,,0.98,USP000FXD1,US,US,GCMT,Reviewed
2008-01-29,14:57:26,-58.735,-25.24,Earthquake,35.0,,135.0,5.6,MWB,,,37.7,,,0.97,USP000FXQ5,US,US,US,Reviewed
2008-01-30,07:32:43,-7.302,127.688,Earthquake,8.0,,321.0,6.2,MWC,,,31.6,,,1.05,USP000FXRT,US,US,US,Reviewed
2008-01-30,12:48:33,-0.169,125.083,Earthquake,70.0,,109.0,5.5,MWB,,,64.3,,,1.11,USP000FXSH,US,US,US,Reviewed
2008-01-31,01:04:28,-6.132,129.65,Earthquake,10.0,,148.0,5.8,MWC,,,27.9,,,1.29,USP000FXU7,US,US,US,Reviewed
2008-02-01,10:26:10,-15.551,-175.07,Earthquake,34.1,,146.0,5.5,MWC,,,70.2,,,1.16,USP000FXXE,US,US,GCMT,Reviewed
2008-02-01,12:10:06,-21.495,-179.352,Earthquake,604.2,5.2,379.0,6.0,MWB,,,17.9,,,1.1,USP000FXXH,US,US,US,Reviewed
2008-02-03,07:34:12,-2.296,28.9,Earthquake,10.0,,415.0,5.9,MWB,,,19.5,,,0.78,USP000FY21,US,US,US,Reviewed
2008-02-03,14:24:37,-56.272,-27.043,Earthquake,99.7,,78.0,5.6,MWC,,,39.9,,,1.0,USP000FY2R,US,US,GCMT,Reviewed
2008-02-04,07:43:56,19.028,-66.902,Earthquake,14.5,,291.0,5.5,MWC,,,16.2,,,,USP000FY4H,US,RSPR,GCMT,Reviewed
2008-02-04,17:01:30,-20.166,-70.037,Earthquake,35.0,,375.0,6.3,MWC,,,45.0,,,0.87,USP000FY5K,US,US,US,Reviewed
2008-02-05,05:56:47,-3.517,118.07,Earthquake,13.0,,202.0,5.9,MWC,,,38.2,,,1.16,USP000FY76,US,US,US,Reviewed
2008-02-07,07:50:55,1.228,122.653,Earthquake,35.6,,86.0,5.8,MWC,,,47.0,,,1.08,USP000FYC1,US,US,GCMT,Reviewed
2008-02-07,09:25:30,-22.539,-179.238,Earthquake,465.2,5.8,231.0,5.6,MWC,,,34.1,,,0.88,USP000FYC7,US,US,GCMT,Reviewed
