Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2014-01-01,16:03:29,-13.8633,167.249,Earthquake,187.0,1.7,,6.5,MWW,,,14.0,3.997,,0.76,USC000LVB5,US,US,US,Reviewed
2014-01-04,00:11:48,-20.687,-70.795,Earthquake,26.1,3.2,,5.7,MWW,,,,,,0.98,USC000LWMK,US,GUC,US,Reviewed
2014-01-04,05:23:00,36.9704,143.3822,Earthquake,22.0,1.7,,5.5,MWB,0.075,17.0,46.0,4.176,,0.7,USC000LWP7,US,US,US,Reviewed
2014-01-05,03:36:41,4.557,-76.644,Earthquake,53.91,3.8,,5.5,MWB,0.059,28.0,21.0,2.332,,0.65,USC000LX2L,US,US,US,Reviewed
2014-01-07,23:02:53,-4.5306,-106.0719,Earthquake,10.0,1.7,,5.7,MWB,0.053,34.0,45.0,16.226,,1.04,USC000LYI1,US,US,US,Reviewed
2014-01-08,04:22:10,-20.7495,-70.633,Earthquake,20.0,1.7,,5.7,MWW,,,36.0,1.345,,0.73,USC000LYKC,US,US,US,Reviewed
2014-01-09,06:39:33,-11.5917,166.5235,Earthquake,58.01,3.8,,5.8,MWW,,,35.0,6.811,,0.74,USC000LZ8G,US,US,US,Reviewed
2014-01-10,02:22:56,-31.3131,-179.5728,Earthquake,211.0,1.8,,5.6,MWW,,,22.0,2.504,,1.01,USC000LZSC,US,US,US,Reviewed
2014-01-11,13:10:51,14.6437,-92.0592,Earthquake,78.0,1.9,,5.5,MWB,0.046,45.0,68.0,0.329,,1.37,USC000M0XB,US,US,US,Reviewed
2014-01-13,04:01:03,19.0428,-66.8096,Earthquake,20.0,1.7,,6.4,MWW,,,21.0,0.572,,1.22,USC000M1W9,US,US,US,Reviewed
2014-01-16,07:33:10,51.1701,-179.2252,Earthquake,27.0,1.7,,5.5,MWB,0.035,77.0,70.0,0.681,,1.14,USB000M225,US,US,US,Reviewed
2014-01-20,02:52:44,-40.6595,175.8144,Earthquake,28.0,1.7,,6.1,MWW,,,29.0,0.329,,0.95,USB000M4I4,US,US,US,Reviewed
2014-01-21,01:29:07,-15.1443,-174.6812,Earthquake,6.12,1.5,,6.1,MWW,,,45.0,3.068,,0.89,USB000M5GE,US,US,US,Reviewed
2014-01-22,03:41:30,-15.1091,-174.6902,Earthquake,11.34,3.9,,5.5,MWC,,,51.0,3.062,,0.81,USB000M635,US,US,GCMT,Reviewed
2014-01-22,10:20:31,-20.4871,172.5205,Earthquake,10.03,1.8,,5.6,MWB,0.069,20.0,60.0,4.819,,0.69,USB000M668,US,US,US,Reviewed
2014-01-23,00:52:15,-7.1045,120.3147,Earthquake,579.0,1.9,,5.5,MWB,0.063,24.0,30.0,4.714,,0.94,USB000M6HR,US,US,US,Reviewed
2014-01-23,04:59:50,13.3556,146.1336,Earthquake,7.0,1.7,,5.8,MWW,,,17.0,1.252,,0.93,USB000M6JC,US,US,US,Reviewed
2014-01-23,05:24:00,13.3936,146.1758,Earthquake,10.0,1.8,,5.7,MWC,,,25.0,1.286,,0.92,USB000M6JK,US,US,GCMT,Reviewed
2014-01-25,05:14:19,-7.9855,109.2653,Earthquake,66.0,1.7,,6.1,MWW,,,20.0,1.248,,1.45,USB000M7WD,US,US,US,Reviewed
2014-01-26,13:55:42,38.2082,20.4528,Earthquake,8.0,1.0,,6.1,MWW,,,36.0,1.555,,0.81,USB000M8CH,US,US,US,Reviewed
2014-01-26,13:57:19,38.2889,20.5649,Earthquake,10.0,1.9,,5.6,MB,0.116,28.0,82.0,1.567,,1.0,USC000MN0R,US,US,US,Reviewed
2014-01-27,16:42:38,-19.2592,-63.9189,Earthquake,600.21,3.9,,5.6,MWB,0.098,10.0,28.0,4.234,,0.85,USB000M8X1,US,US,US,Reviewed
2014-01-29,00:32:28,-9.5949,161.2282,Earthquake,41.0,1.8,,5.6,MWB,0.05,38.0,16.0,1.272,,0.7,USC000MCJ6,US,US,US,Reviewed
2014-01-29,10:01:51,-18.5087,-69.3735,Earthquake,120.03,3.2,,5.6,MWW,,,26.0,0.653,,1.13,USC000MCSN,US,US,US,Reviewed
2014-02-01,03:58:44,-56.8269,-27.3391,Earthquake,129.97,3.8,,6.1,MWW,,,23.0,5.783,,0.79,USC000MF4J,US,US,US,Reviewed
2014-02-01,20:00:01,-11.4671,166.2799,Earthquake,45.95,3.9,,5.7,MWW,,,36.0,4.056,,0.67,USC000MFE4,US,US,US,Reviewed
