Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2002-01-01,10:39:07,-55.214,-129.0,Earthquake,10.0,,78.0,6.0,MWC,,,,,,1.07,USP000AVMX,US,US,HRV,Reviewed
2002-01-01,11:29:23,6.303,125.65,Earthquake,138.1,,236.0,6.3,MWC,,,,,,0.9,USP000AVMY,US,US,HRV,Reviewed
2002-01-01,19:53:07,-27.875,73.883,Earthquake,10.0,,27.0,5.6,MWC,,,,,,0.88,USP000AVNE,US,US,HRV,Reviewed
2002-01-02,10:24:08,-16.332,177.921,Earthquake,33.0,,110.0,5.5,MWC,,,,,,0.74,USP000AVPD,US,US,HRV,Reviewed
2002-01-02,14:50:33,-17.983,178.744,Earthquake,665.8,,215.0,6.2,MWC,,,,,,1.08,USP000AVPP,US,US,HRV,Reviewed
2002-01-02,17:22:49,-17.6,167.856,Earthquake,21.0,,427.0,7.2,MWC,,,,,,0.9,USP000AVPW,US,US,HRV,Reviewed
2002-01-02,17:31:32,-17.575,167.745,Earthquake,10.0,,36.0,5.7,MB,,6.0,,,,0.9,USP000AVPX,US,US,US,Reviewed
2002-01-03,00:54:36,-4.333,102.04,Earthquake,33.0,,36.0,5.6,MWC,,,,,,0.71,USP000AVQG,US,US,HRV,Reviewed
2002-01-03,07:05:28,36.088,70.687,Earthquake,129.3,,431.0,6.2,MWB,,,,,,0.87,USP000AVR3,US,US,US,Reviewed
2002-01-03,10:17:36,-17.664,168.004,Earthquake,10.0,,386.0,6.6,MWC,,,,,,1.14,USP000AVRK,US,US,HRV,Reviewed
2002-01-04,07:13:32,-18.013,167.78,Earthquake,10.0,,65.0,5.5,MWC,,,,,,1.06,USP000AVTB,US,US,HRV,Reviewed
2002-01-04,08:44:20,-26.373,178.281,Earthquake,614.2,,177.0,5.5,MWC,,,,,,1.05,USP000AVTH,US,US,HRV,Reviewed
2002-01-05,18:22:41,-17.841,178.887,Earthquake,638.5,,111.0,5.5,MWC,,,,,,1.0,USP000AVWC,US,US,HRV,Reviewed
