Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2012-01-01,05:27:56,31.456,138.072,Earthquake,365.3,2.7,628.0,6.8,MWW,,,10.8,,,0.84,USP000JCWS,US,US,US,Reviewed
2012-01-05,01:13:40,-17.691,-173.543,Earthquake,35.0,,224.0,5.6,MWC,,,76.3,,,1.26,USP000JD26,US,US,GCMT,Reviewed
2012-01-05,09:35:32,18.325,-70.361,Earthquake,39.8,3.2,373.0,5.5,MWW,,,35.3,,,1.01,USP000JD2Q,US,US,US,Reviewed
2012-01-06,18:54:39,-6.341,-107.312,Earthquake,10.0,,216.0,5.5,MWC,,,83.4,,,0.96,USP000JD4T,US,US,GCMT,Reviewed
2012-01-07,18:38:08,-28.613,-176.935,Earthquake,10.0,,393.0,5.7,MWW,,,23.4,,,0.83,USP000JD6D,US,US,US,Reviewed
2012-01-09,04:07:15,-10.617,165.16,Earthquake,28.0,,592.0,6.4,MWW,,,16.4,,,0.88,USP000JD8K,US,US,US,Reviewed
2012-01-10,18:36:59,2.433,93.21,Earthquake,19.0,,443.0,7.2,MWW,,,17.0,,,1.09,USP000JDAR,US,US,US,Reviewed
2012-01-12,03:20:50,36.994,141.071,Earthquake,16.0,,614.0,5.5,MWW,,,15.3,,,0.77,USP000JDCR,US,US,US,Reviewed
2012-01-12,14:11:08,-52.113,28.152,Earthquake,10.0,,81.0,5.5,MWC,,,35.8,,,0.92,USP000JDD9,US,US,GCMT,Reviewed
2012-01-13,16:02:23,-60.548,-27.073,Earthquake,10.0,,60.0,5.6,MWC,,,40.8,,,0.99,USP000JDEQ,US,US,GCMT,Reviewed
2012-01-14,16:36:21,19.202,121.156,Earthquake,17.0,,352.0,5.8,MWW,,,21.2,,,0.92,USP000JDGG,US,US,US,Reviewed
