Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2007-01-05,16:52:22,55.755,-156.061,Earthquake,18.6,,370.0,5.8,MWB,,,61.3,,,0.91,USP000F1S1,US,US,US,Reviewed
2007-01-08,12:48:41,8.077,92.437,Earthquake,11.0,,252.0,6.1,MWB,,,37.6,,,0.91,USP000F1Z8,US,US,US,Reviewed
2007-01-08,17:21:50,39.803,70.312,Earthquake,16.0,,468.0,6.0,MWB,,,24.8,,,0.88,USP000F1ZV,US,US,US,Reviewed
2007-01-08,20:52:21,-18.58,-177.847,Earthquake,406.8,,266.0,6.3,MWB,,,44.3,,,1.1,USP000F202,US,US,US,Reviewed
2007-01-09,15:49:33,59.42,-137.118,Earthquake,10.0,,540.0,5.7,MWC,,,33.1,,,0.88,USP000F21Q,US,US,GCMT,Reviewed
2007-01-11,14:31:21,-3.655,127.283,Earthquake,13.0,,283.0,6.0,MWC,,,41.4,,,1.02,USP000F26M,US,US,GCMT,Reviewed
2007-01-13,04:23:21,46.243,154.524,Earthquake,10.0,,606.0,8.1,MWC,,,14.0,,,1.12,USP000F2AB,US,US,GCMT,Reviewed
2007-01-13,04:37:08,46.334,155.166,Earthquake,10.0,,44.0,5.5,MB,,45.0,174.8,,,0.57,USP000F2AE,US,US,US,Reviewed
2007-01-13,09:18:32,45.567,153.765,Earthquake,10.0,,434.0,5.8,MB,,227.0,31.0,,,0.86,USP000F2CH,US,US,US,Reviewed
2007-01-13,17:37:06,46.913,156.276,Earthquake,10.0,,370.0,6.0,MWC,,,32.5,,,0.81,USP000F2ET,US,US,GCMT,Reviewed
2007-01-15,07:58:12,-60.915,-34.069,Earthquake,10.0,,45.0,5.5,MWC,,,74.5,,,1.08,USP000F2NN,US,US,GCMT,Reviewed
2007-01-15,18:17:59,34.892,138.64,Earthquake,170.1,,490.0,5.9,MWB,,,23.6,,,0.75,USP000F2Q5,US,US,US,Reviewed
2007-01-15,21:19:40,-4.609,-105.145,Earthquake,10.0,,90.0,5.6,MWB,,,121.9,,,1.1,USP000F2QG,US,US,US,Reviewed
2007-01-16,18:06:18,2.61,126.238,Earthquake,64.3,10.9,151.0,5.6,MWC,,,53.0,,,1.16,USP000F2T3,US,US,GCMT,Reviewed
2007-01-17,04:28:27,-3.322,139.834,Earthquake,100.8,8.2,128.0,6.0,MWB,,,41.0,,,0.9,USP000F2UH,US,US,US,Reviewed
2007-01-17,18:34:15,-57.911,-64.528,Earthquake,6.0,25.0,75.0,5.6,MWB,,,95.0,,,1.22,USP000F2VY,US,US,US,Reviewed
2007-01-17,23:18:50,10.125,58.708,Earthquake,8.0,,396.0,6.2,MWC,,,37.0,,,0.89,USP000F2WK,US,US,GCMT,Reviewed
2007-01-18,15:27:18,-5.488,101.454,Earthquake,17.5,,148.0,5.9,MWB,,,36.7,,,1.06,USP000F2XN,US,US,US,Reviewed
2007-01-19,02:44:23,-9.993,109.672,Earthquake,25.0,,268.0,5.8,MWC,,,40.4,,,0.95,USP000F2YQ,US,US,GCMT,Reviewed
2007-01-20,02:45:50,-5.525,130.435,Earthquake,139.2,5.2,281.0,5.7,MWC,,,34.1,,,0.67,USP000F31F,US,US,GCMT,Reviewed
2007-01-20,06:21:05,-55.419,-29.533,Earthquake,10.0,,149.0,6.2,MWC,,,60.3,,,0.95,USP000F31T,US,US,GCMT,Reviewed
2007-01-21,11:27:45,1.065,126.282,Earthquake,22.0,,570.0,7.5,MWC,,,21.6,,,1.22,USP000F34B,US,US,GCMT,Reviewed
2007-01-21,11:54:11,0.955,125.888,Earthquake,10.0,,117.0,5.6,MB,,46.0,50.8,,,0.98,USP000F34F,US,US,US,Reviewed
