Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2009-01-01,06:27:51,-34.84,-107.647,Earthquake,10.0,,62.0,5.8,MWC,,,48.9,,,1.13,USP000GRYU,US,US,US,Reviewed
2009-01-01,16:57:53,-4.332,101.298,Earthquake,19.0,,159.0,5.5,MWC,,,35.2,,,1.18,USP000GRZF,US,US,GCMT,Reviewed
2009-01-02,19:42:27,0.624,-26.661,Earthquake,10.0,,117.0,5.6,MWC,,,36.3,,,1.33,USP000GS11,US,US,US,Reviewed
2009-01-02,20:14:31,0.791,-27.118,Earthquake,10.0,,127.0,5.5,MWC,,,35.9,,,1.02,USP000GS13,US,US,US,Reviewed
2009-01-03,19:43:51,-0.414,132.885,Earthquake,17.0,,288.0,7.7,MWC,,,29.8,,,1.27,USP000GS2D,US,US,GCMT,Reviewed
2009-01-03,19:53:19,-0.589,133.363,Earthquake,35.0,,86.0,5.6,MB,,48.0,46.2,,,0.96,USP000GS2F,US,US,US,Reviewed
2009-01-03,20:23:20,36.419,70.743,Earthquake,204.8,,344.0,6.6,MWC,,,22.6,,,0.86,USP000GS2V,US,US,GCMT,Reviewed
2009-01-03,21:49:31,-0.325,132.885,Earthquake,29.2,10.1,144.0,5.6,MB,,73.0,30.2,,,1.05,USP000GS3M,US,US,US,Reviewed
2009-01-03,22:33:40,-0.691,133.305,Earthquake,23.0,,314.0,7.4,MWC,,,21.1,,,1.03,USP000GS3T,US,US,GCMT,Reviewed
2009-01-04,00:00:38,-0.694,133.275,Earthquake,35.0,,97.0,5.5,MB,,54.0,39.4,,,1.01,USP000GS3X,US,US,US,Reviewed
2009-01-04,05:44:04,-0.669,133.194,Earthquake,31.9,,115.0,5.7,MWC,,,37.4,,,0.88,USP000GS4S,US,US,GCMT,Reviewed
2009-01-04,07:14:01,-0.395,132.757,Earthquake,35.0,,109.0,5.9,MWC,,,39.5,,,1.09,USP000GS51,US,US,GCMT,Reviewed
2009-01-04,23:12:59,36.442,70.883,Earthquake,186.7,3.3,332.0,5.7,MWC,,,20.1,,,0.89,USP000GS6N,US,US,GCMT,Reviewed
2009-01-05,10:59:30,23.808,-108.757,Earthquake,10.0,,248.0,5.5,MWB,,,105.8,,,1.09,USP000GS7C,US,US,US,Reviewed
2009-01-06,22:48:27,-0.659,133.434,Earthquake,16.0,,159.0,6.0,MWC,,,27.7,,,0.99,USP000GS9T,US,US,US,Reviewed
2009-01-07,16:25:33,-20.707,-179.224,Earthquake,656.6,,275.0,5.6,MWC,,,37.0,,,0.84,USP000GSB3,US,US,GCMT,Reviewed
2009-01-08,16:18:50,-0.411,132.934,Earthquake,18.0,,124.0,5.5,MWC,,,39.3,,,1.0,USP000GSC8,US,US,GCMT,Reviewed
2009-01-08,19:21:36,10.165,-84.197,Earthquake,14.0,,289.0,6.1,MWC,,,73.9,,,0.95,USP000GSCG,US,US,US,Reviewed
2009-01-09,03:44:39,10.437,56.962,Earthquake,10.0,,165.0,5.7,MWB,,,56.9,,,1.0,USP000GSCV,US,US,US,Reviewed
2009-01-13,01:04:43,-13.147,66.078,Earthquake,10.0,,166.0,6.0,MWC,,,70.1,,,1.32,USP000GSHH,US,US,US,Reviewed
2009-01-15,07:27:20,-22.352,170.635,Earthquake,27.0,,253.0,6.7,MWC,,,24.1,,,0.96,USP000GSM5,US,US,US,Reviewed
2009-01-15,13:02:31,-22.54,170.43,Earthquake,35.0,,53.0,5.6,MWC,,,95.3,,,1.16,USP000GSMR,US,US,GCMT,Reviewed
2009-01-15,16:15:02,-10.334,161.211,Earthquake,114.1,6.5,210.0,5.7,MWB,,,24.1,,,0.9,USP000GSMY,US,US,US,Reviewed
2009-01-15,17:49:39,46.857,155.154,Earthquake,36.0,,522.0,7.4,MWC,,,15.6,,,0.91,USP000GSMZ,US,US,US,Reviewed
2009-01-16,19:55:22,-22.304,170.274,Earthquake,21.5,12.8,78.0,5.8,MWC,,,48.1,,,1.04,USP000GSQ0,US,US,US,Reviewed
2009-01-17,02:57:32,15.739,-92.744,Earthquake,169.1,,330.0,5.8,MWC,,,31.4,,,,USP000GSQQ,US,UNM,GCMT,Reviewed
2009-01-18,14:11:49,-30.199,-177.951,Earthquake,33.0,,361.0,6.4,MWC,,,17.5,,,1.0,USP000GSSV,US,US,US,Reviewed
2009-01-19,03:35:19,-22.596,170.911,Earthquake,12.0,,182.0,6.6,MWC,,,25.7,,,1.16,USP000GSTK,US,US,GCMT,Reviewed
2009-01-19,03:46:38,-22.477,170.806,Earthquake,35.0,,123.0,6.0,MWC,,,47.8,,,1.13,USP000GSTN,US,US,GCMT,Reviewed
2009-01-19,22:26:57,-22.792,170.74,Earthquake,35.0,,110.0,5.6,MWC,,,39.3,,,0.74,USP000GSUY,US,US,GCMT,Reviewed
2009-01-20,10:46:53,-4.667,129.814,Earthquake,143.8,7.8,104.0,5.5,MWC,,,40.3,,,0.92,USP000GSWG,US,US,US,Reviewed
2009-01-21,17:08:43,-22.689,171.043,Earthquake,24.0,,185.0,6.1,MWC,,,47.6,,,1.01,USP000GSY5,US,US,US,Reviewed
2009-01-22,13:40:26,-5.912,148.511,Earthquake,44.0,,183.0,6.1,MWB,,,17.3,,,0.83,USP000GSZE,US,US,US,Reviewed
2009-01-22,20:16:35,-7.307,128.568,Earthquake,146.7,,391.0,6.1,MWC,,,13.5,,,0.94,USP000GSZQ,US,US,US,Reviewed
2009-01-24,01:28:39,-28.25,-176.697,Earthquake,10.0,,207.0,5.9,MWC,,,24.3,,,1.01,USP000GT0W,US,US,GCMT,Reviewed
2009-01-24,09:01:58,-19.584,-179.112,Earthquake,671.0,,250.0,5.6,MWC,,,24.7,,,0.78,USP000GT1M,US,US,GCMT,Reviewed
2009-01-24,18:09:51,59.43,-152.887,Earthquake,97.9,,487.0,5.8,MWC,,,26.7,,,,USP000GT29,US,AEIC,GCMT,Reviewed
2009-01-26,11:54:40,-17.796,-178.591,Earthquake,579.5,4.2,295.0,5.8,MWB,,,32.0,,,0.78,USP000GT4D,US,US,US,Reviewed
2009-01-26,19:11:47,51.955,-171.159,Earthquake,25.3,,438.0,5.8,MWC,,,68.7,,,,USP000GT4P,US,AEIC,US,Reviewed
2009-01-26,19:33:05,-0.352,98.184,Earthquake,10.0,,136.0,5.7,MWC,,,66.0,,,1.03,USP000GT4S,US,US,GCMT,Reviewed
2009-01-27,06:29:13,-17.837,-178.677,Earthquake,601.0,,261.0,5.9,MWC,,,32.8,,,0.83,USP000GT5M,US,US,GCMT,Reviewed
2009-01-27,23:57:13,55.536,164.298,Earthquake,23.8,9.4,265.0,5.5,MWC,,,53.0,,,0.82,USP000GT65,US,US,GCMT,Reviewed
2009-01-28,00:01:15,-0.262,98.28,Earthquake,20.0,,176.0,5.7,MWC,,,30.1,,,0.85,USP000GT67,US,US,US,Reviewed
2009-01-28,07:53:38,-8.936,124.157,Earthquake,65.9,7.9,208.0,5.7,MWB,,,35.1,,,0.96,USP000GT6Q,US,US,US,Reviewed
2009-01-28,12:39:43,-16.973,-172.068,Earthquake,10.0,,288.0,5.5,MWC,,,48.2,,,0.91,USP000GT6Z,US,US,GCMT,Reviewed
2009-01-29,22:28:06,-8.108,-71.402,Earthquake,602.4,,380.0,5.6,MWB,,,41.2,,,0.86,USP000GT8F,US,US,US,Reviewed
2009-01-30,03:47:11,-15.385,-174.473,Earthquake,10.0,,135.0,5.7,MWC,,,50.8,,,1.1,USP000GT8U,US,US,GCMT,Reviewed
2009-01-31,16:29:37,-19.41,-69.065,Earthquake,102.3,,239.0,5.5,MWC,,,54.7,,,0.88,USP000GTAU,US,US,GCMT,Reviewed
2009-01-31,21:51:52,36.719,141.148,Earthquake,34.0,,352.0,5.7,MWB,,,31.6,,,0.78,USP000GTAZ,US,US,US,Reviewed
2009-02-02,17:53:22,-13.582,-76.558,Earthquake,21.0,,277.0,6.0,MWC,,,81.0,,,0.95,USP000GTD6,US,US,GCMT,Reviewed
2009-02-08,15:34:37,-6.116,147.824,Earthquake,46.8,,171.0,5.6,MWC,,,17.7,,,0.9,USP000GTJE,US,US,US,Reviewed
2009-02-09,14:09:03,-6.567,-81.15,Earthquake,15.0,,208.0,6.0,MWB,,,89.4,,,0.98,USP000GTK7,US,US,US,Reviewed
2009-02-11,09:31:04,-20.775,-177.298,Earthquake,10.0,,156.0,5.5,MWB,,,94.3,,,1.12,USP000GTN0,US,US,US,Reviewed
2009-02-11,13:52:42,-16.221,178.329,Earthquake,10.0,,167.0,5.7,MWC,,,57.7,,,1.17,USP000GTN8,US,US,US,Reviewed
2009-02-11,17:34:50,3.886,126.387,Earthquake,20.0,,432.0,7.2,MWC,,,18.6,,,1.14,USP000GTNC,US,US,US,Reviewed
2009-02-11,17:41:56,3.615,126.606,Earthquake,21.6,40.6,31.0,5.5,MB,,5.0,103.3,,,0.97,USP000GTND,US,US,US,Reviewed
2009-02-11,17:44:05,3.875,126.643,Earthquake,29.1,28.2,38.0,5.5,MB,,8.0,122.4,,,0.76,USP000GTNE,US,US,US,Reviewed
2009-02-11,17:49:17,3.892,126.533,Earthquake,35.0,,108.0,5.6,MB,,48.0,55.5,,,1.0,USP000GTNG,US,US,US,Reviewed
2009-02-11,18:25:11,4.026,126.783,Earthquake,35.0,,168.0,6.0,MWC,,,32.6,,,1.08,USP000GTNW,US,US,GCMT,Reviewed
2009-02-11,19:01:55,3.826,126.482,Earthquake,35.0,,121.0,5.5,MB,,64.0,46.7,,,1.0,USP000GTP8,US,US,US,Reviewed
2009-02-11,19:56:49,3.961,126.658,Earthquake,35.0,,133.0,5.5,MB,,62.0,50.5,,,1.06,USP000GTPJ,US,US,US,Reviewed
2009-02-11,22:14:27,3.715,126.65,Earthquake,25.0,,182.0,5.9,MWB,,,28.3,,,0.89,USP000GTQS,US,US,US,Reviewed
2009-02-12,00:03:00,3.933,126.58,Earthquake,35.0,,109.0,5.5,MB,,53.0,73.5,,,0.92,USP000GTR9,US,US,US,Reviewed
2009-02-12,01:25:25,4.042,126.798,Earthquake,16.3,12.4,155.0,5.6,MWC,,,33.8,,,0.93,USP000GTRP,US,US,GCMT,Reviewed
2009-02-12,03:49:40,3.947,126.411,Earthquake,26.0,,284.0,6.0,MWC,,,33.3,,,1.27,USP000GTS3,US,US,US,Reviewed
2009-02-12,07:38:07,3.706,126.793,Earthquake,35.0,,159.0,5.6,MWB,,,31.1,,,0.96,USP000GTSK,US,US,US,Reviewed
2009-02-12,08:30:17,3.972,126.724,Earthquake,35.0,,274.0,6.0,MWC,,,21.7,,,0.93,USP000GTSQ,US,US,GCMT,Reviewed
