Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2011-01-01 00:00:00.000,09:56:58,-26.803,-63.136,Earthquake,576.8,,607.0,7.0,MWW,,,18.4,,,0.85,USP000HSDC,US,US,US,Reviewed
2011-01-02 00:00:00.000,15:19:31,-4.458,101.428,Earthquake,21.6,3.2,271.0,5.7,MWB,,,28.9,,,1.08,USP000HSFE,US,US,US,Reviewed
2011-01-02 00:00:00.000,20:20:18,-38.355,-73.326,Earthquake,24.0,,397.0,7.2,MWW,,,30.1,,,1.1,USP000HSFQ,US,US,US,Reviewed
2011-01-03 00:00:00.000,16:43:29,-59.791,149.897,Earthquake,10.0,,50.0,5.6,MWC,,,74.5,,,1.0,USP000HSHP,US,US,GCMT,Reviewed
2011-01-05 00:00:00.000,00:57:32,31.545,142.177,Earthquake,21.4,6.3,441.0,5.6,MWC,,,20.9,,,0.78,USP000HSKF,US,US,GCMT,Reviewed
2011-01-05 00:00:00.000,06:46:15,-22.26,171.631,Earthquake,112.2,,284.0,6.1,MWW,,,37.5,,,0.93,USP000HSKT,US,US,US,Reviewed
2011-01-07 00:00:00.000,01:19:17,20.114,-45.617,Earthquake,10.0,,241.0,5.5,MWC,,,49.6,,,0.89,USP000HSPC,US,US,GCMT,Reviewed
2011-01-07 00:00:00.000,03:09:59,4.243,90.414,Earthquake,17.0,11.5,186.0,5.5,MWC,,,22.5,,,0.93,USP000HSPG,US,US,GCMT,Reviewed
2011-01-08 00:00:00.000,04:10:57,-0.026,124.913,Earthquake,56.7,5.2,224.0,5.6,MWC,,,22.2,,,1.15,USP000HSQZ,US,US,GCMT,Reviewed
2011-01-09 00:00:00.000,10:03:44,-19.155,168.312,Earthquake,22.0,,408.0,6.5,MWW,,,20.8,,,1.02,USP000HST4,US,US,US,Reviewed
2011-01-09 00:00:00.000,13:00:14,-19.336,168.435,Earthquake,10.0,,81.0,5.7,MWC,,,30.0,,,1.03,USP000HSTP,US,US,GCMT,Reviewed
2011-01-09 00:00:00.000,14:54:43,-19.296,168.407,Earthquake,10.0,,136.0,5.5,MWB,,,26.7,,,1.13,USP000HSTV,US,US,US,Reviewed
2011-01-09 00:00:00.000,17:21:52,-19.201,168.155,Earthquake,18.0,,261.0,6.1,MWW,,,22.8,,,1.37,USP000HSUA,US,US,US,Reviewed
2011-01-09 00:00:00.000,18:21:07,-19.297,168.009,Earthquake,10.0,,122.0,5.5,MWC,,,52.4,,,1.09,USP000HSUC,US,US,GCMT,Reviewed
2011-01-10 00:00:00.000,02:11:09,-19.553,-176.032,Earthquake,228.9,9.8,263.0,5.6,MWC,,,33.9,,,0.75,USP000HSUY,US,US,GCMT,Reviewed
2011-01-10 00:00:00.000,06:02:52,-35.594,-73.064,Earthquake,24.4,,241.0,5.9,MWC,,,54.0,,,0.89,USP000HSV8,US,US,US,Reviewed
2011-01-10 00:00:00.000,10:24:21,23.083,143.166,Earthquake,86.6,5.6,328.0,5.6,MWB,,,21.6,,,0.96,USP000HSVN,US,US,US,Reviewed
2011-01-11 00:00:00.000,09:16:10,-13.265,167.208,Earthquake,221.8,3.6,311.0,5.5,MWB,,,31.0,,,0.86,USP000HSX6,US,US,US,Reviewed
2011-01-12 00:00:00.000,21:32:54,26.973,139.882,Earthquake,512.0,,626.0,6.4,MWW,,,22.5,,,1.04,USP000HSZR,US,US,US,Reviewed
2011-01-13 00:00:00.000,12:04:56,-36.92,179.46,Earthquake,35.0,,126.0,5.5,MWC,,,57.4,,,1.25,USP000HT0X,US,US,GCMT,Reviewed
2011-01-13 00:00:00.000,16:16:42,-20.628,168.471,Earthquake,9.0,,578.0,7.0,MWW,,,13.3,,,0.99,USP000HT15,US,US,US,Reviewed
2011-01-13 00:00:00.000,16:43:08,-20.606,168.399,Earthquake,10.0,,337.0,5.9,MWC,,,20.0,,,1.02,USP000HT1B,US,US,GCMT,Reviewed
2011-01-15 00:00:00.000,06:09:10,-14.589,167.285,Earthquake,198.5,7.9,186.0,5.8,MWC,,,29.3,,,0.89,USP000HT50,US,US,GCMT,Reviewed
2011-01-15 00:00:00.000,11:23:53,2.491,96.28,Earthquake,17.0,,311.0,5.7,MWB,,,24.1,,,1.06,USP000HT5G,US,US,US,Reviewed
2011-01-15 00:00:00.000,12:56:27,-5.65,130.252,Earthquake,198.8,3.9,224.0,5.7,MWB,,,32.7,,,0.91,USP000HT5T,US,US,US,Reviewed
2011-01-17 00:00:00.000,19:20:57,-5.03,102.647,Earthquake,36.0,,391.0,6.0,MWW,,,26.3,,,1.02,USP000HT9G,US,US,US,Reviewed
