Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2001-01-01,06:57:04,6.898,126.579,Earthquake,33.0,,324.0,7.5,MWC,,,,,,1.06,USP000A70H,US,US,HRV,Reviewed
2001-01-01,08:54:32,6.631,126.899,Earthquake,33.0,,64.0,6.8,MWC,,,,,,0.94,USP000A70Q,US,US,HRV,Reviewed
2001-01-02,07:30:04,6.749,126.809,Earthquake,33.0,,161.0,6.4,MWC,,,,,,0.89,USP000A729,US,US,HRV,Reviewed
2001-01-02,19:37:36,1.288,-27.777,Earthquake,10.0,,79.0,5.5,MWC,,,,,,0.93,USP000A72T,US,US,HRV,Reviewed
2001-01-02,23:17:42,-11.16,162.44,Earthquake,33.0,,34.0,6.0,MWC,,,,,,1.12,USP000A72Z,US,US,HRV,Reviewed
2001-01-03,14:47:50,43.932,147.813,Earthquake,33.0,,362.0,5.9,MWC,,,,,,0.82,USP000A73R,US,US,HRV,Reviewed
2001-01-05,08:06:47,16.113,-61.034,Earthquake,33.0,,183.0,5.7,MWC,,,,,,0.71,USP000A75K,US,US,HRV,Reviewed
2001-01-05,11:54:14,-0.657,-22.074,Earthquake,10.0,,78.0,5.5,MWC,,,,,,0.93,USP000A75S,US,US,HRV,Reviewed
2001-01-05,22:51:53,6.917,126.842,Earthquake,83.6,9.1,68.0,5.5,MWC,,,,,,1.38,USP000A76F,US,US,HRV,Reviewed
2001-01-06,04:45:29,6.772,126.867,Earthquake,33.0,,113.0,5.6,MWC,,,,,,0.89,USP000A76T,US,US,HRV,Reviewed
2001-01-06,15:55:32,5.846,127.349,Earthquake,53.4,24.8,46.0,5.7,MWC,,,,,,1.34,USP000A77E,US,US,HRV,Reviewed
2001-01-07,10:18:20,-33.443,-72.233,Earthquake,10.0,,167.0,5.9,MWC,,,,,,1.16,USP000A78U,US,US,HRV,Reviewed
2001-01-09,01:46:13,15.55,-92.899,Earthquake,91.9,4.3,210.0,5.6,MWC,,,,,,1.14,USP000A7BM,US,US,HRV,Reviewed
2001-01-09,07:52:04,-18.491,176.054,Earthquake,33.0,,109.0,5.6,MWC,,,,,,0.86,USP000A7C3,US,US,HRV,Reviewed
2001-01-09,16:49:28,-14.928,167.17,Earthquake,103.0,,372.0,7.1,MWB,,,,,,1.15,USP000A7CV,US,US,US,Reviewed
2001-01-10,16:02:44,57.078,-153.211,Earthquake,33.0,,549.0,7.0,MWC,,,,,,1.17,USP000A7F2,US,US,HRV,Reviewed
2001-01-11,00:04:03,48.89,-129.31,Earthquake,10.0,,341.0,6.0,MWC,,,,,,,USP000A7FX,US,PGC,HRV,Reviewed
2001-01-11,19:59:40,-18.785,-176.734,Earthquake,10.0,,91.0,5.9,MWB,,,,,,1.06,USP000A7HG,US,US,US,Reviewed
2001-01-12,10:47:40,-15.578,-74.809,Earthquake,39.1,9.1,94.0,5.7,MWC,,,,,,0.85,USP000A7JC,US,US,HRV,Reviewed
2001-01-12,13:07:58,-16.95,-174.995,Earthquake,258.0,,206.0,5.5,MWC,,,,,,0.76,USP000A7JG,US,US,HRV,Reviewed
2001-01-12,19:18:26,17.333,120.908,Earthquake,33.0,,221.0,5.5,MWC,,,,,,0.94,USP000A7JS,US,US,HRV,Reviewed
2001-01-13,13:08:42,40.74,-125.284,Earthquake,5.6,,179.0,5.6,MWC,,,,,,,USP000A7KV,US,NC,HRV,Reviewed
2001-01-13,17:33:32,13.049,-88.66,Earthquake,60.0,,427.0,7.7,MWC,,,,,,1.13,USP000A7M5,US,US,HRV,Reviewed
2001-01-14,08:58:25,22.094,143.751,Earthquake,87.3,,238.0,5.9,MWC,,,,,,0.97,USP000A7NC,US,US,HRV,Reviewed
2001-01-14,22:41:29,13.118,-88.594,Earthquake,48.8,,246.0,5.7,MWC,,,,,,1.07,USP000A7PP,US,US,HRV,Reviewed
2001-01-15,05:09:11,13.181,-88.792,Earthquake,67.7,,187.0,5.6,MWC,,,,,,1.32,USP000A7QB,US,US,HRV,Reviewed
2001-01-15,05:52:16,-40.344,78.362,Earthquake,10.0,,87.0,6.4,MWC,,,,,,1.07,USP000A7QF,US,US,HRV,Reviewed
2001-01-15,12:20:10,13.076,-88.58,Earthquake,74.6,,168.0,5.8,MWC,,,,,,1.12,USP000A7QW,US,US,HRV,Reviewed
2001-01-16,08:22:10,13.017,-88.596,Earthquake,44.0,,220.0,5.7,MWC,,,,,,1.23,USP000A7SP,US,US,HRV,Reviewed
2001-01-16,10:58:17,12.985,-88.697,Earthquake,62.6,,258.0,5.7,MWC,,,,,,1.2,USP000A7SU,US,US,HRV,Reviewed
2001-01-16,13:25:01,-3.957,101.746,Earthquake,33.0,,330.0,6.0,MB,,87.0,,,,0.86,USP000A7SZ,US,US,US,Reviewed
2001-01-16,13:25:10,-4.022,101.776,Earthquake,28.0,,117.0,6.9,MWB,,,,,,1.22,USP000A7T0,US,US,US,Reviewed
2001-01-16,14:25:11,-4.308,101.648,Earthquake,33.0,,113.0,5.6,MB,,29.0,,,,1.04,USP000A7TB,US,US,US,Reviewed
2001-01-16,16:49:59,-4.194,101.604,Earthquake,57.7,,198.0,5.7,MWC,,,,,,0.97,USP000A7TJ,US,US,HRV,Reviewed
2001-01-18,07:23:37,-13.773,66.187,Earthquake,10.0,,41.0,5.5,MWC,,,,,,1.17,USP000A7XE,US,US,HRV,Reviewed
2001-01-18,12:32:32,2.49,126.344,Earthquake,38.2,4.0,93.0,5.6,MWC,,,,,,1.04,USP000A7XU,US,US,HRV,Reviewed
2001-01-19,01:12:52,15.402,-92.718,Earthquake,93.2,,357.0,6.0,MWC,,,,,,1.14,USP000A7Z5,US,US,HRV,Reviewed
2001-01-19,08:10:15,-11.662,166.38,Earthquake,50.0,,215.0,6.3,MWC,,,,,,1.1,USP000A7ZN,US,US,HRV,Reviewed
2001-01-19,09:04:35,-58.161,-9.472,Earthquake,33.0,,37.0,6.0,MWC,,,,,,1.34,USP000A7ZR,US,US,HRV,Reviewed
2001-01-20,21:59:11,2.874,126.529,Earthquake,74.7,15.7,74.0,5.5,MWC,,,,,,1.12,USP000A821,US,US,HRV,Reviewed
2001-01-21,04:44:02,10.172,126.223,Earthquake,33.0,,90.0,5.6,MWC,,,,,,1.15,USP000A82R,US,US,HRV,Reviewed
2001-01-23,05:23:32,14.017,-90.907,Earthquake,64.4,,271.0,5.9,MWB,,,,,,0.94,USP000A86J,US,US,US,Reviewed
2001-01-23,09:39:25,49.33,-128.79,Earthquake,10.0,,197.0,5.9,MWB,,,,,,,USP000A878,US,PGC,US,Reviewed
2001-01-23,16:24:03,29.992,142.036,Earthquake,54.6,,109.0,5.6,MWC,,,,,,1.09,USP000A88B,US,US,HRV,Reviewed
2001-01-23,16:33:31,-54.426,-133.802,Earthquake,10.0,,45.0,5.6,MWC,,,,,,1.25,USP000A88C,US,US,HRV,Reviewed
2001-01-23,17:38:13,-0.198,99.245,Earthquake,77.8,11.8,100.0,5.6,MWC,,,,,,1.13,USP000A88F,US,US,HRV,Reviewed
2001-01-24,05:34:32,-0.596,-19.863,Earthquake,10.0,,231.0,5.7,MWC,,,,,,1.38,USP000A89R,US,US,HRV,Reviewed
2001-01-25,05:29:38,60.114,-152.363,Earthquake,86.9,,264.0,5.5,MWC,,,,,,,USP000A8C9,US,AEIC,HRV,Reviewed
2001-01-25,10:28:52,12.907,-88.879,Earthquake,33.0,,172.0,5.6,MWC,,,,,,1.27,USP000A8CN,US,US,HRV,Reviewed
2001-01-26,03:16:40,23.419,70.232,Earthquake,16.0,,472.0,7.7,MWC,,,,,,1.25,USP000A8DS,US,US,HRV,Reviewed
2001-01-26,07:32:29,23.316,69.981,Earthquake,10.0,,109.0,5.5,MS,,73.0,,,,1.07,USP000A8EC,US,US,US,Reviewed
2001-01-26,15:59:39,-10.846,161.578,Earthquake,77.4,10.9,67.0,5.6,MWC,,,,,,1.02,USP000A8F9,US,US,HRV,Reviewed
2001-01-27,23:57:02,-4.352,-76.872,Earthquake,117.2,,308.0,5.5,MWC,,,,,,0.77,USP000A8HG,US,US,HRV,Reviewed
2001-01-28,01:02:11,23.507,70.517,Earthquake,10.0,,363.0,5.8,MWC,,,,,,1.27,USP000A8HM,US,US,HRV,Reviewed
2001-01-29,23:21:26,-0.677,133.334,Earthquake,33.0,,159.0,6.2,MWC,,,,,,1.04,USP000A8NT,US,US,HRV,Reviewed
2001-02-01,08:02:17,-5.9,147.048,Earthquake,99.9,3.7,105.0,5.6,MWC,,,,,,0.96,USP000A8TY,US,US,HRV,Reviewed
2001-02-01,18:19:30,51.437,-177.797,Earthquake,33.0,,434.0,6.0,MWC,,,,,,0.88,USP000A8V1,US,US,HRV,Reviewed
2001-02-02,08:10:41,12.819,-88.969,Earthquake,54.4,,249.0,5.7,MWC,,,,,,1.17,USP000A8WJ,US,US,HRV,Reviewed
2001-02-02,16:52:07,-19.273,-176.111,Earthquake,33.0,,72.0,5.5,MWC,,,,,,1.0,USP000A8XG,US,US,HRV,Reviewed
2001-02-07,10:23:10,13.211,-88.941,Earthquake,63.6,,229.0,5.8,MWC,,,,,,1.1,USP000A97J,US,US,HRV,Reviewed
2001-02-07,15:16:15,52.751,153.848,Earthquake,426.6,,489.0,5.7,MWC,,,,,,0.72,USP000A97Y,US,US,HRV,Reviewed
2001-02-08,05:41:40,24.269,125.112,Earthquake,15.7,3.5,206.0,5.8,MWC,,,,,,1.06,USP000A98Q,US,US,HRV,Reviewed
2001-02-09,10:26:16,-19.078,-176.074,Earthquake,33.0,,78.0,5.8,MWC,,,,,,1.11,USP000A9B7,US,US,HRV,Reviewed
2001-02-09,13:07:43,-6.15,147.758,Earthquake,43.6,,103.0,5.5,MWC,,,,,,1.07,USP000A9BE,US,US,HRV,Reviewed
2001-02-13,14:22:06,13.671,-88.938,Earthquake,10.0,,273.0,6.6,MWC,,,,,,1.44,USP000A9JV,US,US,HRV,Reviewed
2001-02-13,19:28:30,-4.68,102.562,Earthquake,36.0,,221.0,7.4,MWC,,,,,,1.31,USP000A9KC,US,US,HRV,Reviewed
2001-02-14,04:45:36,-5.164,102.488,Earthquake,33.0,,146.0,5.6,MWC,,,,,,1.05,USP000A9M1,US,US,HRV,Reviewed
2001-02-14,13:36:40,48.544,153.297,Earthquake,147.8,,495.0,5.6,MWC,,,,,,0.83,USP000A9MS,US,US,HRV,Reviewed
2001-02-14,14:04:26,-19.494,177.33,Earthquake,10.0,,183.0,6.1,MWC,,,,,,1.28,USP000A9MU,US,US,HRV,Reviewed
2001-02-14,14:16:59,-19.691,177.39,Earthquake,10.0,,192.0,6.2,MWC,,,,,,1.07,USP000A9MW,US,US,HRV,Reviewed
2001-02-15,12:46:59,-5.56,148.304,Earthquake,168.6,,213.0,5.6,MWC,,,,,,0.85,USP000A9PG,US,US,HRV,Reviewed
2001-02-16,05:59:09,-7.161,117.488,Earthquake,521.0,,371.0,6.1,MWC,,,,,,0.93,USP000A9QK,US,US,HRV,Reviewed
2001-02-16,13:19:46,-15.345,-70.475,Earthquake,210.1,,280.0,5.5,MWC,,,,,,1.19,USP000A9R2,US,US,HRV,Reviewed
2001-02-17,01:17:31,13.062,-88.909,Earthquake,33.0,,148.0,5.5,MWC,,,,,,1.33,USP000A9S2,US,US,HRV,Reviewed
2001-02-17,17:49:27,20.247,122.428,Earthquake,33.0,,132.0,5.5,MWC,,,,,,1.08,USP000A9TJ,US,US,HRV,Reviewed
2001-02-17,20:11:30,53.92,-133.61,Earthquake,20.0,,380.0,6.2,MWC,,,,,,,USP000A9TS,US,PGC,HRV,Reviewed
