Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2004-01-01,04:39:12,-21.476,169.859,Earthquake,10.0,,102.0,5.5,MWC,,,99.6,,,0.97,USP000CGQ5,US,US,HRV,Reviewed
2004-01-01,20:59:32,-8.31,115.788,Earthquake,44.5,5.0,119.0,5.8,MWB,,,40.0,,,1.01,USP000CGSS,US,US,US,Reviewed
2004-01-01,23:31:50,17.488,-101.303,Earthquake,29.4,,361.0,6.1,MWC,,,74.1,,,0.97,USP000CGT8,US,US,HRV,Reviewed
2004-01-01,23:58:02,17.42,-101.315,Earthquake,28.3,,164.0,5.7,MWC,,,73.6,,,1.01,USP000CGTD,US,US,HRV,Reviewed
2004-01-03,08:07:34,-22.376,169.728,Earthquake,10.0,,119.0,6.0,MWC,,,98.2,,,1.22,USP000CGXU,US,US,HRV,Reviewed
2004-01-03,08:09:04,-22.163,169.55,Earthquake,10.0,,66.0,6.1,MWC,,,75.8,,,1.12,USP000CGXV,US,US,HRV,Reviewed
2004-01-03,08:13:10,-22.323,169.641,Earthquake,10.0,,68.0,5.8,MWC,,,98.0,,,0.73,USP000CGXW,US,US,HRV,Reviewed
2004-01-03,08:21:48,-22.324,169.616,Earthquake,10.0,,274.0,6.4,MWC,,,29.7,,,1.02,USP000CGXX,US,US,HRV,Reviewed
2004-01-03,09:45:19,-22.3,169.535,Earthquake,10.0,,98.0,5.5,MWC,,,65.8,,,1.06,USP000CGYF,US,US,HRV,Reviewed
2004-01-03,16:23:21,-22.253,169.683,Earthquake,22.0,,597.0,7.1,MWC,,,39.8,,,1.06,USP000CGZ9,US,US,HRV,Reviewed
2004-01-03,16:34:28,-22.438,169.919,Earthquake,10.0,,125.0,6.1,MB,,46.0,51.0,,,1.11,USP000CGZC,US,US,US,Reviewed
