Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
2003-01-01,00:14:11,-48.127,-9.789,Earthquake,10.0,,61.0,5.6,MWC,,,,,,1.16,USP000BMUC,US,US,HRV,Reviewed
2003-01-03,01:34:13,-8.747,117.788,Earthquake,41.3,7.6,67.0,5.5,MWC,,,,,,1.31,USP000BMYX,US,US,HRV,Reviewed
2003-01-04,05:15:04,-20.57,-177.661,Earthquake,378.0,,376.0,6.5,MWC,,,,,,0.99,USP000BN1F,US,US,HRV,Reviewed
2003-01-06,14:57:34,20.095,121.5,Earthquake,33.0,,160.0,5.6,MWC,,,,,,0.85,USP000BN5H,US,US,HRV,Reviewed
2003-01-06,23:43:51,15.651,119.658,Earthquake,10.0,,148.0,6.0,MWB,,,,,,1.03,USP000BN63,US,US,US,Reviewed
2003-01-07,00:54:52,-33.765,-70.054,Earthquake,110.8,,257.0,5.7,MWC,,,,,,0.87,USP000BN65,US,US,HRV,Reviewed
2003-01-07,08:06:53,-10.213,160.936,Earthquake,33.0,,167.0,5.7,MWC,,,,,,0.92,USP000BN6P,US,US,HRV,Reviewed
2003-01-08,00:28:35,-20.577,-174.682,Earthquake,70.7,,184.0,5.7,MWC,,,,,,0.95,USP000BN7T,US,US,HRV,Reviewed
2003-01-08,14:29:10,6.036,-77.388,Earthquake,33.0,,126.0,5.7,MWC,,,,,,1.0,USP000BN8J,US,US,HRV,Reviewed
2003-01-08,17:15:08,52.089,-171.584,Earthquake,33.0,,189.0,5.5,MWC,,,,,,1.19,USP000BN8V,US,US,HRV,Reviewed
2003-01-09,02:50:46,-19.664,-176.295,Earthquake,10.0,,118.0,6.0,MWC,,,,,,1.11,USP000BN9M,US,US,HRV,Reviewed
2003-01-09,03:40:28,0.153,123.521,Earthquake,136.4,8.7,111.0,5.5,MWC,,,,,,1.01,USP000BN9N,US,US,HRV,Reviewed
2003-01-09,04:42:43,0.538,98.6,Earthquake,45.4,7.9,301.0,5.5,MWC,,,,,,1.04,USP000BN9V,US,US,HRV,Reviewed
2003-01-09,09:49:08,-44.444,-79.243,Earthquake,10.0,,34.0,5.9,MWC,,,,,,1.21,USP000BNA7,US,US,HRV,Reviewed
2003-01-10,13:11:57,-5.311,153.701,Earthquake,71.9,,323.0,6.7,MWB,,,,,,1.09,USP000BNBN,US,US,US,Reviewed
